KIC Label
7188323 0
7188504 1
7188662 0
7189418 0
7189610 1
7190047 1
7191496 0
7191673 1
7191945 1
7198587 0
7200117 0
7204026 0
7204369 0
7205397 1
7206531 1
7207251 1
7211754 0
7212057 0
7212114 0
7213716 0
7213942 0
7215396 0
7215938 0
7215997 0
7217665 1
7218915 0
7255313 0
7257193 0
7258771 0
7259237 0
7259653 0
7264736 0
7265067 0
7265075 1
7265189 0
7265649 0
7265993 0
7266674 1
7267119 0
7267370 1
7267593 0
7270142 0
7270385 0
7271514 1
7272257 0
7273176 1
7273426 1
7273672 0
7273965 0
7281777 1
7283405 0
7285374 1
7285830 1
7286739 0
7288241 0
7289277 1
7293609 1
7294715 1
7295725 0
7298034 0
7302117 0
7303187 1
7305252 0
7337994 1
7345128 0
7345186 1
7345308 1
7346365 0
7346442 0
7346684 0
7347189 0
7347195 0
7348314 0
7348442 1
7349134 0
7349386 1
7350897 0
7350968 0
7351098 1
7352442 0
7352718 1
7354299 0
7354460 0
7363339 1
7363357 1
7364232 0
7365701 1
7366321 1
7366820 1
7367035 0
7367289 0
7367400 1
7368013 0
7368584 0
7368594 1
7368754 1
7369386 1
7374869 0
7375177 0
7375225 0
7376259 0
7376659 0
7378357 0
7378432 0
7379100 1
7381710 1
7382407 0
7382908 0
7384523 1
7385745 0
7417186 0
7420223 1
7421138 1
7428217 0
7428418 1
7428624 0
7428931 1
7429055 0
7430037 0
7430104 1
7430868 0
7430892 1
7431665 0
7433485 1
7433813 0
7434436 0
7435143 0
7439931 0
7440390 0
7440589 1
7445517 0
7445518 0
7445698 0
7446296 0
7446560 0
7446648 0
7448051 0
7448329 1
7448746 0
7449159 0
7450230 0
7457184 0
7458106 0
7459180 1
7460447 1
7461851 0
7464220 0
7464664 0
7465221 1
7465477 0
7466616 1
7467630 1
7468404 1
7468893 0
7499531 0
7500388 0
7501516 0
7501667 0
7501722 0
7502157 0
7504110 1
7504619 0
7510604 1
7513379 0
7515137 0
7515243 1
7515516 1
7516156 0
7516687 0
7518143 0
7518352 0
7522091 1
7522297 1
7523259 1
7523875 0
7529215 0
7530849 0
7531119 0
7531332 0
7531908 1
7532885 1
7533496 1
7533804 0
7533995 0
7540130 0
7543102 0
7543672 0
7543694 0
7546098 0
7547964 0
7550235 1
7550955 0
7581214 0
7581399 1
7581822 0
7585122 1
7585523 1
7587099 1
7591451 0
7591481 1
7591642 1
7592262 0
7592356 1
7593843 1
7594337 0
7594865 1
7595155 1
7595285 1
7595572 1
7595722 0
7596219 0
7596701 0
7597056 1
7597230 1
7601617 0
7601618 0
7601720 1
7602359 0
7602732 0
7610113 0
7610274 0
7610417 0
7610636 0
7611069 0
7612438 1
7612755 0
7612916 1
7616655 0
7617072 0
7617227 0
7617399 0
7618122 0
7619034 1
7619745 0
7619946 0
7620272 1
7620783 1
7621561 0
7621593 0
7621979 1
7622273 0
7622307 0
7622649 0
7623046 1
7625723 0
7626457 0
7629559 0
7630302 0
7630743 0
7631194 1
7659773 0
7661515 1
7661609 0
7661720 1
7662025 1
7663228 1
7663241 1
7667124 0
7667657 1
7667757 0
7667900 0
7668520 0
7668782 0
7669105 1
7670419 1
7670489 0
7671055 0
7671562 1
7672292 0
7672405 0
7672969 1
7673019 0
7673779 0
7674224 0
7676643 0
7677194 0
7677317 1
7678547 1
7679049 1
7679756 0
7679799 1
7680159 1
7685039 1
7685316 1
7685724 1
7687390 0
7690692 0
7691148 1
7691871 0
7691952 0
7696229 0
7697146 1
7697217 1
7697607 1
7698511 0
7698688 0
7698929 1
7701048 0
7728958 0
7730215 0
7732065 0
7732255 0
7732335 0
7732836 1
7733106 0
7733619 0
7734065 1
7739067 0
7741179 1
7741472 0
7743176 1
7743539 1
7744204 1
7746983 0
7747495 0
7748003 1
7748979 1
7749249 0
7750700 0
7750902 1
7761336 0
7762104 0
7762794 0
7764335 0
7764361 1
7766103 1
7769544 0
7771045 0
7771441 0
7771603 1
7798570 0
7799762 0
7799904 0
7802549 1
7802551 0
7807614 1
7808227 1
7808516 0
7808690 0
7808791 1
7808899 0
7808930 1
7809050 0
7809908 1
7810708 0
7812552 0
7815943 0
7816406 0
7818152 0
7818452 1
7818982 1
7820169 1
7821234 1
7821913 0
7831228 0
7831348 0
7831636 0
7833657 0
7834159 1
7836711 0
7838475 0
7838873 1
7841410 0
7841977 1
7846870 0
7847454 0
7847816 1
7849791 0
7867854 1
7868532 0
7869334 1
7870980 1
7871690 0
7871897 1
7872519 1
7877451 0
7877673 0
7880096 1
7880417 0
7880511 0
7880664 1
7880893 0
7881669 1
7884574 1
7885455 1
7885511 1
7887295 0
7887436 0
7887960 1
7888403 0
7889420 0
7889429 1
7897890 1
7901207 0
7902578 1
7903116 0
7903173 0
7903576 0
7904594 0
7905047 0
7905597 0
7905696 0
7905712 0
7906186 1
7907191 1
7908109 0
7909320 0
7917701 1
7919558 0
7935931 1
7936033 0
7936407 1
7937449 0
7937828 0
7938029 0
7939118 1
7940675 1
7941510 0
7941728 0
7944038 0
7944193 1
7946636 0
7946762 0
7946809 0
7947648 0
7948086 1
7948193 0
7949258 1
7949585 1
7949599 1
7950550 0
7955392 1
7955856 1
7956524 0
7956671 0
7957166 0
7957377 0
7957671 0
7957822 1
7957918 0
7967534 1
7968120 1
7970207 0
7970619 0
7970844 0
7974439 0
7974594 0
7975276 0
7975647 0
7975969 1
7976006 0
7976420 1
7979316 1
7979468 0
7983015 0
7983221 1
7983431 0
7983470 0
7985382 0
7985438 0
7988900 1
7989213 0
8004637 0
8004863 0
8005116 1
8006058 1
8007217 1
8007218 0
8007458 0
8008492 0
8009339 1
8015956 0
8016118 1
8016119 0
8017898 0
8018464 0
8018575 0
8019020 1
8023581 0
8023982 1
8026963 0
8027609 0
8028908 0
8037100 0
8038347 0
8039063 0
8039416 1
8040267 0
8040763 0
8041904 0
8042126 0
8043596 0
8044218 0
8045883 1
8046212 0
8046439 1
8051694 1
8053949 0
8054055 0
8055041 1
8055108 0
8056874 1
8057047 0
8057180 0
8058062 0
8073887 0
8074326 1
8077790 0
8078554 1
8081069 1
8081278 0
8081535 1
8081636 0
8081853 0
8082339 0
8082494 1
8082913 0
8085964 1
8086192 0
8087067 0
8088143 0
8088198 1
8088244 1
8091157 0
8091492 0
8092466 0
8093877 0
8094277 0
8094602 0
8094948 0
8097755 1
8097831 0
8098454 0
8098590 0
8098608 0
8099073 1
8099102 0
8104771 1
8106525 0
8107079 0
8107227 1
8107355 0
8107831 1
8107984 0
8108732 0
8110811 1
8111302 0
8111705 1
8112377 0
8112523 0
8115488 0
8120076 1
8123432 0
8123843 0
8124622 1
8126531 0
8127582 0
8127707 0
8129047 0
8142438 0
8142943 1
8144467 0
8144529 0
8145152 0
8145176 1
8145311 0
8145590 1
8148993 1
8149325 1
8149536 1
8151314 1
8153309 0
8154383 0
8154541 1
8154693 0
8154799 0
8154817 0
8158382 0
8159241 0
8160419 0
8160590 1
8160637 0
8162345 0
8162973 0
8163250 0
8164254 0
8164977 1
8165094 0
8165159 0
8165444 1
8166918 0
8167335 0
8168080 0
8172679 0
8172720 1
8172784 0
8172877 0
8173036 1
8173148 1
8173581 0
8173725 1
8173921 0
8174161 0
8175027 0
8175438 1
8175678 0
8176259 0
8176543 0
8176733 0
8176777 0
8176893 0
8176905 0
8178600 1
8181700 1
8188772 0
8191905 0
8192753 0
8192892 0
8195153 0
8195595 0
8196436 0
8197210 1
8197719 1
8210306 0
8211573 0
8212479 0
8212786 0
8213138 0
8213984 1
8217125 0
8217514 1
8217977 1
8218568 0
8218906 1
8219000 0
8219022 0
8219070 1
8219125 0
8219268 0
8222189 0
8222691 1
8222944 0
8223014 0
8223463 0
8223927 0
8225839 1
8228880 0
8230578 1
8231947 0
8232017 0
8232262 1
8232851 1
8233775 0
8233917 1
8234900 0
8235013 1
8235144 0
8235448 0
8241402 1
8243314 0
8244769 0
8246635 1
8247851 1
8248041 0
8248948 0
8249714 0
8250333 0
8250489 0
8256020 0
8258311 1
8258630 0
8259226 0
8260453 1
8260689 0
8262338 0
8264006 1
8264079 0
8277043 0
8277362 0
8277879 0
8278906 1
8283356 0
8283646 0
8283958 0
8284032 0
8284510 1
8284682 1
8285025 0
8285510 0
8285712 0
8288164 1
8292681 1
8293158 1
8293291 1
8293345 0
8293686 0
8296548 1
8299489 0
8299922 1
8300692 1
8300747 0
8301905 0
8302107 0
8307149 0
8307548 1
8307630 1
8309890 0
8312324 0
8312512 0
8314240 0
8314514 1
8315796 0
8316412 0
8323295 0
8324636 1
8325764 1
8328390 0
8328668 0
8330598 1
8332266 0
8343654 0
8346238 1
8348568 1
8349350 1
8349732 0
8350443 1
8350645 0
8350894 0
8354896 0
8357852 0
8358665 0
8359169 1
8359180 0
8359997 0
8360297 0
8360334 1
8361996 1
8362623 0
8363272 1
8363443 1
8363613 1
8364363 1
8364578 1
8364786 0
8365018 1
8365052 1
8365522 1
8365909 0
8366239 0
8366262 0
8366758 1
8367834 1
8375240 0
8377116 1
8377200 1
8377727 1
8378462 1
8378481 0
8378653 1
8379490 1
8379613 0
8380242 1
8381246 0
8381505 0
8382339 1
8385961 0
8386283 0
8386337 0
8386537 1
8386921 1
8387412 0
8389387 0
8391175 0
8391532 1
8391545 0
8394035 1
8394175 0
8394497 1
8395153 0
8396782 1
8397081 1
8408920 0
8409983 1
8410006 0
8410529 1
8410818 1
8414512 1
8414518 1
8415501 0
8415616 0
8416447 0
8417184 0
8417711 1
8418309 0
8423171 1
8423426 0
8423708 0
8424298 0
8424785 1
8425507 0
8426672 0
8426743 1
8426868 0
8428095 0
8430504 0
8431063 0
8431241 1
8431479 0
8431695 0
8432219 1
8432239 0
8432800 0
8440248 0
8441160 0
8441683 0
8445814 0
8451486 0
8453896 0
8454209 0
8458124 0
8458459 0
8458519 1
8458954 0
8459085 0
8461449 1
8461659 1
8462934 1
8475025 0
8475164 1
8475511 0
8476554 0
8478478 0
8478550 1
8479182 1
8479383 1
8479780 1
8480097 0
8480205 0
8480233 1
8480313 1
8481174 0
8481765 1
8482522 1
8482769 1
8482944 1
8489832 1
8491147 1
8491197 0
8491283 1
8493827 1
8493969 0
8494160 0
8495082 0
8495124 0
8495626 0
8496042 1
8505072 0
8506096 1
8506788 1
8506816 0
8507295 0
8507397 1
8507484 0
8510560 0
8515390 1
8518198 0
8518402 1
8518881 0
8522040 1
8524315 0
8524633 0
8525359 0
8526108 1
8527188 0
8538793 0
8539201 1
8540034 0
8540384 1
8540615 1
8540820 1
8542964 0
8543200 1
8543569 0
8544483 0
8545067 0
8545291 0
8545504 0
8545861 1
8546146 0
8547085 0
8547122 1
8547469 1
8547669 0
8552581 0
8552947 1
8555265 0
8555599 0
8555914 1
8556078 0
8557457 0
8558329 0
8558629 1
8558633 1
8560280 0
8561126 1
8561202 0
8561216 0
8561238 1
8564559 1
8564966 0
8565016 0
8565159 1
8569991 0
8570577 1
8572242 1
8573783 1
8574234 0
8575147 1
8579095 0
8579328 0
8580595 1
8583313 0
8583586 1
8584513 1
8586983 0
8587329 0
8587948 1
8589163 0
8590577 1
8590920 0
8590931 0
8591738 1
8605197 0
8607365 0
8607581 1
8607620 1
8607720 0
8609482 0
8609704 0
8610579 0
8611114 1
8611369 1
8611394 0
8611833 1
8612241 0
8612393 0
8612480 0
8612481 0
8612520 0
8612585 0
8612811 1
8613105 0
8613120 0
8613617 0
8616844 1
8617169 1
8617244 0
8617711 0
8618510 1
8618560 0
8618653 1
8618934 0
8619048 0
8619322 1
8620380 0
8620449 1
8620872 0
8621445 0
8622860 1
8623565 0
8623829 1
8623850 0
8624143 0
8624155 1
8628585 1
8629927 1
8630006 1
8630783 0
8635922 1
8636389 0
8648671 1
8653471 0
8654220 0
8654400 0
8669282 1
8671819 1
8673221 1
8674172 0
8674581 1
8675106 0
8675789 0
8675826 1
8675885 0
8675975 0
8676240 1
8676927 1
8676988 1
8677342 0
8677701 0
8678018 1
8681963 0
8682462 1
8683589 0
8683779 1
8684542 0
8684860 0
8685978 0
8686058 1
8686389 1
8686904 0
8687248 0
8688421 0
8689270 0
8689522 1
8689599 1
8689860 0
8690009 1
8693004 0
8693018 1
8694481 0
8695243 1
8696035 1
8697068 0
8701081 0
8701893 1
8702863 0
8703041 0
8703146 0
8707667 1
8708650 1
8718745 0
8736415 0
8737032 0
8737047 0
8738333 0
8738537 0
8738834 1
8738980 1
8739118 1
8740476 1
8741733 1
8742229 0
8742545 0
8746146 1
8746222 1
8746834 0
8747415 0
8747442 0
8748278 1
8748406 0
8748869 0
8751733 1
8752893 0
8753234 1
8754155 1
8754274 0
8757215 1
8758700 1
8759207 1
8759746 1
8759811 1
8761471 1
8766846 0
8771414 1
8780467 1
8782196 0
8802374 0
8803207 0
8803432 1
8803615 1
8804395 1
8804886 1
8805565 0
8805632 0
8805663 1
8806231 0
8812397 0
8812919 0
8813509 1
8813618 0
8813727 1
8814586 1
8815290 0
8815404 0
8816007 0
8816437 0
8817343 0
8822878 1
8824235 1
8824264 1
8824452 0
8824732 0
8825444 1
8826079 1
8826496 1
8827367 0
8827622 1
8827646 1
8827659 0
8827853 0
8836830 0
8838230 0
8838450 0
8839028 1
8840004 0
8840992 0
8843610 1
8845321 1
8846187 1
8846245 1
8848288 0
8866716 0
8866860 0
8867740 0
8868800 1
8868929 1
8869611 0
8870432 1
8870850 0
8872046 0
8872709 1
8872979 1
8873797 1
8878424 0
8879369 0
8879518 1
8879938 0
8880420 0
8888925 1
8890410 1
8891957 0
8896115 0
8907943 1
8909673 1
8911558 1
8914107 0
8914297 0
8914504 1
8934264 0
8935612 1
8936084 1
8936104 1
8936347 0
8936409 0
8936877 0
8937073 1
8939889 1
8939964 1
8940098 1
8940241 1
8940851 0
8941196 0
8941202 1
8946471 1
8946619 1
8946818 1
8947422 1
8948403 1
8948617 0
8949653 0
8949818 0
8951178 0
8951252 1
8952952 0
8953164 0
8955683 1
8957480 0
8957543 1
8957693 0
8957928 1
8957944 0
8958065 0
8959259 0
8959538 1
8960083 0
8961152 0
8962109 0
8962844 1
8962923 1
8963972 1
8964218 0
8973228 0
8973815 0
8976283 0
8981783 0
8983847 0
8984044 1
8984355 0
9002577 0
9002777 0
9002805 1
9003765 0
9004448 1
9004818 0
9007080 1
9007718 1
9008090 1
9008236 0
9008270 1
9009158 1
9009175 1
9009403 0
9009805 0
9009957 0
9012783 0
9015765 0
9016455 1
9016901 1
9018004 1
9018909 0
9019877 0
9020419 1
9020943 1
9021204 0
9021464 1
9021671 0
9021799 1
9024483 1
9024667 1
9025029 1
9025216 1
9025278 0
9025447 1
9025498 0
9025882 1
9026209 0
9026308 1
9027245 0
9027635 0
9027654 1
9027871 0
9028321 0
9028511 1
9028697 0
9028880 0
9028967 1
9029195 1
9029603 0
9030294 1
9031798 0
9032691 1
9032713 1
9034557 1
9045025 0
9049147 0
9071153 0
9071238 0
9071489 1
9071650 1
9072262 0
9074137 0
9075225 0
9075872 0
9076149 1
9076584 0
9077453 0
9077501 1
9077844 1
9079904 0
9080175 0
9080407 0
9080445 1
9080606 0
9084314 0
9086060 1
9086187 0
9086216 0
9086505 1
9086653 1
9087870 1
9091772 1
9093038 1
9096899 1
9097394 1
9099712 1
9100325 0
9100438 1
9100444 1
9100548 0
9108045 1
9109244 0
9109723 1
9110060 0
9112472 1
9115334 1
9116434 0
9119915 0
9139859 0
9139970 1
9140614 0
9142574 1
9142768 1
9143545 1
9143834 0
9143868 1
9143924 0
9145781 0
9145861 0
9145952 1
9145955 0
9146245 0
9146372 0
9146423 0
9147335 1
9150223 1
9151578 1
9151763 0
9152245 0
9157260 0
9158119 0
9158981 0
9159227 1
9159263 1
9159375 1
9160695 0
9160995 1
9161068 0
9161150 1
9161451 0
9163153 0
9163785 0
9164696 0
9165879 0
9166023 0
9166070 0
9172292 0
9173371 1
9176207 1
9176522 0
9180003 0
9202471 0
9202597 0
9202995 1
9204851 0
9204871 1
9205044 0
9205663 0
9205705 0
9205952 0
9206643 1
9206941 0
9209366 0
9209471 0
9210256 0
9210319 1
9210570 0
9211401 1
9214176 0
9214302 0
9214512 0
9214827 1
9215910 0
9217018 1
9217456 0
9217521 1
9219997 0
9220076 1
9222389 0
9225958 0
9226335 1
9226481 0
9226739 0
9227589 0
9228331 0
9228346 1
9228469 0
9229592 0
9229601 1
9237288 0
9239082 0
9239173 0
9240941 1
9244091 1
9244428 1
9245283 1
9264889 0
9265513 0
9265822 0
9267305 0
9267654 0
9268083 1
9268087 0
9268146 0
9268349 0
9268703 1
9269234 0
9269302 1
9269772 0
9270087 1
9272281 1
9273073 1
9273251 0
9273827 0
9274044 0
9274288 1
9277886 0
9278376 0
9279486 0
9279769 1
9279889 0
9282363 1
9283112 0
9283248 1
9283816 1
9283918 1
9285761 0
9286287 0
9287916 1
9288026 1
9288944 1
9289780 0
9291249 0
9291624 1
9291830 1
9291976 1
9292180 0
9292208 0
9292408 1
9300159 0
9303751 0
9304549 0
9307073 0
9326421 0
9326484 1
9327993 1
9328682 1
9328774 0
9329058 1
9329200 0
9329519 0
9330758 1
9331202 1
9332840 1
9333184 1
9333290 0
9333501 0
9334010 0
9334793 1
9335191 1
9335348 0
9335457 0
9335518 0
9335536 0
9335570 1
9336090 1
9339711 0
9339825 1
9340114 1
9340325 0
9340539 1
9340623 0
9340993 0
9344639 0
9344741 0
9346108 1
9346288 0
9346602 1
9346607 0
9347846 1
9348987 0
9349632 1
9350031 0
9350151 1
9351186 1
9351617 1
9352513 1
9353187 1
9353531 1
9354037 0
9363969 0
9364778 1
9368745 0
9388422 1
9389234 0
9390328 0
9390666 1
9390936 0
9391192 1
9391954 0
9392039 1
9392274 0
9392650 1
9392933 1
9393028 1
9395535 0
9396095 1
9396363 1
9397110 1
9402439 0
9405221 0
9405269 1
9405555 0
9405867 0
9406415 1
9406426 1
9406596 1
9408278 0
9408590 1
9409463 1
9409513 1
9411366 1
9412408 1
9412682 1
9414068 0
9414102 1
9415248 0
9417940 0
9426610 0
9427247 1
9427889 1
9427899 0
9430402 1
9430786 0
9447310 0
9449413 0
9450786 1
9451434 1
9451999 1
9452006 1
9452570 1
9453362 1
9453407 1
9456153 1
9456242 0
9456478 0
9456506 0
9456598 1
9457108 0
9457533 0
9457766 0
9457889 0
9466520 0
9466998 0
9467117 1
9467361 1
9468160 0
9468199 1
9468930 0
9469212 1
9470055 0
9470210 1
9470276 0
9470830 1
9471284 1
9471678 0
9472064 1
9472481 1
9472635 1
9473921 1
9475300 0
9475697 0
9475932 1
9486819 0
9488333 1
9491316 1
9508346 0
9508395 0
9508595 1
9511816 0
9511938 0
9512426 0
9512519 0
9512635 0
9513787 1
9515026 0
9515045 0
9517003 0
9517131 0
9517331 0
9517542 0
9518506 1
9518802 1
9519609 0
9520156 1
9520864 0
9521171 0
9521461 1
9529813 0
9529974 1
9531084 0
9532518 1
9533544 1
9533861 1
9534802 0
9534964 0
9535000 1
9535050 1
9535399 0
9535481 1
9536330 0
9539910 1
9541946 0
9542075 1
9542506 0
9542779 1
9544002 0
9550045 0
9551807 0
9569462 0
9570409 1
9574609 1
9574650 0
9574730 1
9575645 1
9575718 1
9575847 0
9576289 1
9578794 0
9579328 1
9579357 0
9579401 0
9579860 0
9580043 0
9580171 0
9580343 1
9580407 1
9580991 0
9581445 0
9581849 1
9582005 1
9582638 0
9583430 1
9583607 1
9583720 0
9589500 1
9589638 0
9590062 0
9590930 1
9591097 1
9592315 0
9593412 1
9593804 0
9593820 0
9595822 0
9595844 1
9595924 0
9596106 0
9596639 1
9596867 1
9596869 0
9597214 1
9597524 1
9601661 1
9602917 1
9603327 1
9604492 0
9604524 1
9604795 1
9605294 1
9605990 0
9606195 1
9606889 1
9611634 1
9631782 0
9631844 0
9634962 1
9635388 1
9635490 0
9635603 1
9635649 0
9636127 1
9636300 0
9636807 0
9637054 0
9637337 0
9640480 0
9640886 0
9641246 1
9641447 1
9641484 1
9641636 1
9641772 1
9642202 1
9642805 0
9643159 0
9643914 1
9644558 1
9645099 1
9645361 1
9649717 0
9649940 1
9650172 0
9650527 1
9650881 1
9652704 0
9655101 1
9656523 1
9656652 1
9657917 0
9658002 0
9658072 1
9658793 0
9658958 1
9662343 1
9662344 0
9662637 0
9662768 1
9663182 0
9663247 0
9664360 0
9665229 0
9666021 0
9666718 0
9667064 1
9667164 0
9667930 1
9668064 1
9673317 0
9692063 0
9692431 0
9692529 0
9696576 0
9697074 1
9698133 0
9700053 0
9700899 1
9702057 1
9702609 0
9702841 1
9704246 1
9704258 0
9704676 0
9704774 1
9705542 1
9705636 1
9705687 1
9705759 1
9706194 0
9706219 0
9706585 1
9711231 0
9711269 0
9711349 0
9711492 1
9711510 1
9711988 1
9712200 0
9712445 0
9712510 0
9712824 0
9712888 1
9713083 1
9713617 0
9714063 1
9716081 1
9716522 1
9716866 0
9716994 1
9717214 0
9718024 1
9719012 0
9723501 1
9724029 0
9724324 1
9724859 0
9724882 1
9727261 0
9727392 1
9727675 1
9728284 0
9728845 1
9753097 0
9754133 0
9758145 1
9758246 0
9760904 1
9761597 0
9761625 0
9762408 0
9762752 0
9762943 1
9763419 1
9763796 0
9764708 0
9764758 0
9766403 0
9766517 0
9766639 1
9766906 1
9767051 0
9767322 1
9767332 1
9772366 0
9773214 0
9773266 1
9773741 1
9773922 0
9774312 1
9774549 1
9775302 0
9775516 1
9775566 1
9776466 0
9777088 1
9777293 0
9777536 1
9777885 1
9778288 1
9778887 0
9779708 1
9779963 0
9780183 1
9782964 0
9783225 1
9783226 0
9783247 1
9784586 0
9784687 0
9784946 0
9786625 0
9786910 0
9787045 0
9787442 1
9787503 1
9787723 1
9787747 0
9788777 0
9788834 1
9790050 1
9790384 1
9811950 0
9812507 0
9813713 1
9813963 0
9815488 1
9818288 0
9818513 1
9818564 1
9818604 0
9820702 0
9821622 0
9821783 1
9822609 0
9823871 0
9824343 0
9824516 0
9824874 0
9824971 1
9825039 1
9825822 0
9827003 0
9827682 0
9833073 0
9833272 0
9833561 0
9833591 1
9833651 1
9833831 1
9834183 1
9834365 1
9835269 1
9835436 0
9835575 1
9835626 0
9835713 0
9835790 1
9837287 0
9838978 1
9839246 1
9839918 1
9840492 1
9843358 1
9843486 1
9843513 1
9843754 1
9843910 0
9844865 1
9845028 1
9845795 1
9846098 0
9846355 1
9846810 1
9846877 1
9846977 1
9847922 0
9848308 1
9851596 0
9851743 1
9852625 0
9871800 1
9873116 0
9873127 0
9874261 0
9880324 0
9880435 0
9880563 0
9881167 1
9881628 1
9881708 0
9882316 0
9882446 0
9882550 1
9882766 0
9883123 0
9883214 1
9884319 1
9886274 0
9886542 1
9887134 0
9887199 1
9887488 1
9887555 1
9887609 0
9893440 0
9893889 1
9896187 0
9896470 1
9896877 0
9897403 0
9897809 0
9898657 1
9898999 0
9899323 1
9899421 0
9902695 0
9902962 1
9903290 0
9903422 0
9903915 1
9904563 1
9905106 0
9905403 0
9906278 1
9906303 0
9906841 1
9906905 1
9907188 0
9907368 1
9907856 1
9908082 1
9908198 1
9909804 1
9910166 1
9910758 1
9932339 0
9932463 0
9932866 0
9933754 1
9936015 0
9936571 0
9941141 0
9941242 0
9941713 0
9941911 0
9942071 1
9942292 0
9942816 1
9945290 1
9946074 0
9946773 1
9954248 0
9955959 0
9956345 0
9957219 1
9958522 1
9958567 1
9962729 0
9962849 1
9962982 0
9964206 1
9965093 1
9965354 0
9965582 0
9966247 1
9966796 0
9966823 1
9967076 1
9967351 0
9967700 0
9968249 0
9969574 0
9970068 1
9970098 1
9970454 1
9970830 1
9993459 0
9994630 1
9994652 0
9994798 1
9995133 0
9995162 0
9995535 1
10000207 0
10000547 0
10001167 0
10001326 0
10001440 0
10001796 1
10001935 1
10002556 1
10002647 1
10003349 0
10003419 1
10003497 0
10004825 0
10005422 1
10005429 1
10005966 1
10006097 0
10006158 1
10006548 1
10006828 0
10006852 1
10007150 1
10014635 1
10014893 0
10014914 1
10014959 0
10015663 1
10016093 0
10018239 1
10018442 0
10018811 0
10018923 0
10018967 1
10018973 1
10019961 1
10023322 0
10023439 0
10023520 1
10023547 1
10024460 0
10024484 1
10024786 1
10025321 0
10025387 0
10026767 1
10026795 0
10028634 0
10029763 1
10029821 1
10031091 0
10031856 0
10033231 0
10053392 0
10053594 0
10055061 0
10055196 0
10055660 0
10055674 0
10055700 1
10056474 1
10057222 0
10057670 0
10059338 0
10063028 1
10063214 0
10065848 1
10066568 1
10067407 0
10068556 0
10068801 0
10068810 0
10068892 0
10069045 0
10069277 1
10069570 0
10070717 1
10071249 1
10073828 1
10074230 0
10078979 0
10079987 1
10080974 1
10081951 1
10082360 0
10082581 1
10082602 1
10082680 1
10083224 1
10083313 1
10083480 1
10083815 0
10086465 1
10087394 0
10087522 1
10088768 1
10089758 0
10090039 0
10090400 1
10090568 0
10093888 0
10093930 1
10094545 1
10095409 0
10095427 0
10095438 1
10096113 1
10096476 0
10118422 1
10118658 1
10122158 0
10123207 0
10123573 1
10124179 0
10124436 0
10128629 1
10130148 1
10130679 0
10131030 1
10132247 0
10133033 0
10134740 1
10136256 1
10136291 0
10136388 1
10140238 0
10140432 0
10145279 0
10147072 1
10147167 0
10148026 1
10148658 0
10149906 1
10152909 0
10153120 0
10153739 1
10153785 0
10154071 0
10154247 1
10155286 1
10155387 0
10155731 1
10156307 1
10156576 1
10156597 0
10157507 0
10157808 1
10157936 0
10158201 1
10158548 0
10158595 0
10159217 0
10160285 0
10161092 1
10161943 0
10186053 1
10186075 0
10186608 1
10188141 1
10188458 0
10188953 0
10188964 1
10189920 1
10190733 0
10192458 0
10196240 1
10196630 0
10196797 1
10197619 0
10198207 0
10198347 1
10198761 0
10199187 0
10199289 0
10200093 1
10200377 0
10200886 0
10200892 1
10201944 1
10202184 0
10202324 1
10203168 1
10203751 1
10206307 1
10206457 0
10206622 0
10206840 1
10207059 1
10207268 0
10207321 0
10207524 0
10212620 1
10213610 0
10213931 0
10214045 1
10214295 0
10214564 1
10219075 0
10219361 0
10219690 1
10220213 0
10220447 0
10220795 1
10220865 1
10222079 1
10222567 1
10223027 0
10223204 1
10223257 1
10224535 1
10224631 0
10225706 0
10226276 0
10226478 1
10227872 1
10228698 0
10228836 1
10229796 1
10230535 0
10252281 1
10252692 1
10253776 1
10253921 0
10254023 1
10254051 1
10256345 0
10256655 0
10257278 0
10257683 0
10257750 1
10258061 0
10258307 0
10262542 0
10263341 0
10266404 0
10266723 1
10268744 1
10269537 1
10271721 0
10272641 0
10273236 0
10274445 0
10279663 1
10279676 1
10280586 1
10280656 1
10281513 1
10282002 1
10285389 0
10285722 1
10286378 1
10286616 1
10287062 0
10288283 0
10288611 1
10288903 0
10289299 1
10289378 0
10289507 0
10290315 1
10290457 1
10290535 1
10291535 0
10292156 0
10295441 0
10297313 1
10297567 1
10319045 0
10319709 0
10320170 0
10323583 0
10328277 1
10328498 0
10328727 0
10328921 0
10328946 1
10331610 1
10331686 0
10331908 0
10332186 1
10333131 0
10334585 1
10345661 0
10346117 1
10350302 1
10350408 1
10350934 1
10351017 0
10351196 0
10351528 0
10351578 1
10351764 1
10351792 1
10351820 0
10351947 0
10352610 1
10352615 0
10353044 1
10353556 0
10355672 1
10355764 1
10356032 0
10357764 1
10358632 1
10359816 1
10359999 1
10360984 0
10361268 1
10362043 1
10363172 1
10383488 0
10383668 1
10384255 1
10386904 0
10387370 0
10387935 1
10388249 0
10389037 1
10389393 0
10394570 1
10394950 0
10395327 1
10395400 1
10395638 1
10401843 0
10402207 0
10402819 1
10404656 0
10405285 0
10405377 1
10415545 0
10415654 1
10416550 0
10417364 0
10417559 1
10417623 0
10418503 0
10420202 0
10420335 0
10420502 1
10420629 0
10420662 1
10420822 1
10422013 1
10422589 1
10423340 0
10423375 0
10426854 1
10427193 0
10427256 0
10428163 0
